ENTITYA	TYPEA	IDA	DATABASEA	ENTITYB	TYPEB	IDB	DATABASEB	EFFECT	MECHANISM
RPS6KA1	protein	Q15418	UNIPROT	FOS	protein	P01100	UNIPROT	up-regulates	phosphorylation
MAPK8	protein	P45983	UNIPROT	MYC	protein	P01106	UNIPROT	up-regulates activity	phosphorylation
PRKACA	protein	P17612	UNIPROT	LATS1	protein	O95835	UNIPROT	up-regulates	phosphorylation
IL17A	protein	Q16552	UNIPROT	KLF3	protein	P57682	UNIPROT	up-regulates quantity by expression	transcriptional regulation
PTPN11	protein	Q06124	UNIPROT	IRS1	protein	P35568	UNIPROT	down-regulates	dephosphorylation
PDPK1	protein	O15530	UNIPROT	RPS6KB1	protein	P23443	UNIPROT	up-regulates	phosphorylation
PRKCG	protein	P05129	UNIPROT	NOS3	protein	P29474	UNIPROT	down-regulates activity	phosphorylation
ABL1	protein	P00519	UNIPROT	ERCC6	protein	Q03468	UNIPROT	up-regulates activity	phosphorylation
MAPK14	protein	Q16539	UNIPROT	JDP2	protein	Q8WYK2	UNIPROT	unknown	phosphorylation
CDC42BPA	protein	Q5VT25	UNIPROT	MYL9	protein	P24844	UNIPROT	up-regulates	phosphorylation
LCK	protein	P06239	UNIPROT	ESR1	protein	P03372	UNIPROT	up-regulates	phosphorylation
PTK2	protein	Q05397	UNIPROT	PTK2	protein	Q05397	UNIPROT	up-regulates	phosphorylation
CHEK2	protein	O96017	UNIPROT	CDC25A	protein	P30304	UNIPROT	down-regulates quantity by destabilization	phosphorylation
FES	protein	P07332	UNIPROT	BCR	protein	P11274	UNIPROT	down-regulates activity	phosphorylation
CDK2	protein	P24941	UNIPROT	TP63	protein	Q9H3D4	UNIPROT	down-regulates	phosphorylation
RPS6KA1	protein	Q15418	UNIPROT	FLNA	protein	P21333	UNIPROT	up-regulates	phosphorylation
MAPK1	protein	P28482	UNIPROT	MBP	protein	P02686	UNIPROT	down-regulates	phosphorylation
PRKCA	protein	P17252	UNIPROT	ITGB2	protein	P05107	UNIPROT	unknown	phosphorylation
MAPK3	protein	P27361	UNIPROT	RAF1	protein	P04049	UNIPROT	up-regulates	phosphorylation
PRKACA	protein	P17612	UNIPROT	SLC2A2	protein	P11168	UNIPROT	down-regulates activity	phosphorylation
PTPRJ	protein	Q12913	UNIPROT	MET	protein	P08581	UNIPROT	down-regulates activity	dephosphorylation
MBTPS1	protein	Q14703	UNIPROT	CREB3L1	protein	Q96BA8	UNIPROT	up-regulates	cleavage
CDK1	protein	P06493	UNIPROT	INCENP	protein	Q9NQS7	UNIPROT	up-regulates	phosphorylation
Calcineurin	complex	SIGNOR-C155	SIGNOR	NFATC2	protein	Q13469	UNIPROT	up-regulates activity	dephosphorylation
LRRK2	protein	Q5S007	UNIPROT	LRRK2	protein	Q5S007	UNIPROT	up-regulates	phosphorylation
LCK	protein	P06239	UNIPROT	TCR	complex	SIGNOR-C153	SIGNOR	up-regulates activity	phosphorylation
IGF1	protein	P05019	UNIPROT	Calcineurin	complex	SIGNOR-C155	SIGNOR	up-regulates	
cyclosporin A	chemical	CID:5284373	PUBCHEM	Calcineurin	complex	SIGNOR-C155	SIGNOR	down-regulates	chemical inhibition
tacrolimus	chemical	CID:445643	PUBCHEM	Calcineurin	complex	SIGNOR-C155	SIGNOR	down-regulates	chemical inhibition
Calcineurin	complex	SIGNOR-C155	SIGNOR	MEF2C	protein	Q06413	UNIPROT	up-regulates	
calcium ion	smallmolecule	CID:271	PUBCHEM	Calcineurin	complex	SIGNOR-C155	SIGNOR	up-regulates	binding
Calcineurin	complex	SIGNOR-C155	SIGNOR	NFATC2	protein	Q13469	UNIPROT	up-regulates	dephosphorylation
Calcineurin	complex	SIGNOR-C155	SIGNOR	NFATC3	protein	Q12968	UNIPROT	up-regulates	dephosphorylation
calcium ion	smallmolecule	CID:271	PUBCHEM	Calcineurin	complex	SIGNOR-C155	SIGNOR	up-regulates	chemical activation
Calcineurin	complex	SIGNOR-C155	SIGNOR	NFATC2	protein	Q13469	UNIPROT	up-regulates activity	dephosphorylation
Calcineurin	complex	SIGNOR-C155	SIGNOR	NFATC2	protein	Q13469	UNIPROT	up-regulates activity	dephosphorylation
Calcineurin	complex	SIGNOR-C155	SIGNOR	DNM1L	protein	O00429	UNIPROT	up-regulates activity	dephosphorylation
Calcineurin	complex	SIGNOR-C155	SIGNOR	DNM2	protein	P50570	UNIPROT	unknown	dephosphorylation
CDK12	protein	Q9NYV4	UNIPROT	POLR2A	protein	P24928	UNIPROT	up-regulates	phosphorylation
Calcineurin	complex	SIGNOR-C155	SIGNOR	NFATC2	protein	Q13469	UNIPROT	up-regulates	dephosphorylation
Calcineurin	complex	SIGNOR-C155	SIGNOR	NFATC4	protein	Q14934	UNIPROT	up-regulates	dephosphorylation
Calcineurin	complex	SIGNOR-C155	SIGNOR	NFATC1	protein	O95644	UNIPROT	up-regulates	dephosphorylation
CALM1	protein	P62158	UNIPROT	Calcineurin	complex	SIGNOR-C155	SIGNOR	up-regulates	binding
Calcineurin	complex	SIGNOR-C155	SIGNOR	NFATC2	protein	Q13469	UNIPROT	up-regulates	relocalization
Calcineurin	complex	SIGNOR-C155	SIGNOR	NFATC2	protein	Q13469	UNIPROT	up-regulates activity	dephosphorylation
Calcineurin	complex	SIGNOR-C155	SIGNOR	NFATC2	protein	Q13469	UNIPROT	up-regulates activity	dephosphorylation
Calcineurin	complex	SIGNOR-C155	SIGNOR	NFATC2	protein	Q13469	UNIPROT	up-regulates activity	dephosphorylation
Calcineurin	complex	SIGNOR-C155	SIGNOR	NFATC2	protein	Q13469	UNIPROT	up-regulates activity	dephosphorylation
Calcineurin	complex	SIGNOR-C155	SIGNOR	NFATC2	protein	Q13469	UNIPROT	up-regulates activity	dephosphorylation
Calcineurin	complex	SIGNOR-C155	SIGNOR	NFATC2	protein	Q13469	UNIPROT	up-regulates activity	dephosphorylation
Calcineurin	complex	SIGNOR-C155	SIGNOR	NFATC2	protein	Q13469	UNIPROT	up-regulates activity	dephosphorylation
Calcineurin	complex	SIGNOR-C155	SIGNOR	NFATC2	protein	Q13469	UNIPROT	up-regulates activity	dephosphorylation
Calcineurin	complex	SIGNOR-C155	SIGNOR	BAD	protein	Q92934	UNIPROT	up-regulates activity	dephosphorylation
Calcineurin	complex	SIGNOR-C155	SIGNOR	NFATC2	protein	Q13469	UNIPROT	up-regulates activity	dephosphorylation
Calcineurin	complex	SIGNOR-C155	SIGNOR	NFATC2	protein	Q13469	UNIPROT	up-regulates activity	dephosphorylation
Calcineurin	complex	SIGNOR-C155	SIGNOR	IL6	protein	P05231	UNIPROT	up-regulates quantity by expression	transcriptional regulation
RCAN1	protein	P53805	UNIPROT	Calcineurin	complex	SIGNOR-C155	SIGNOR	down-regulates activity	binding
NFATC1	protein	O95644	UNIPROT	T cell activation	phenotype	SIGNOR-PH73	SIGNOR	up-regulates activity	
Calcineurin	complex	SIGNOR-C155	SIGNOR	NFATC2	protein	Q13469	UNIPROT	up-regulates activity	dephosphorylation
Calcineurin	complex	SIGNOR-C155	SIGNOR	NFATC2	protein	Q13469	UNIPROT	up-regulates activity	dephosphorylation
DUSP26	protein	Q9BV47	UNIPROT	TP53	protein	P04637	UNIPROT	down-regulates	dephosphorylation
Calcineurin	complex	SIGNOR-C155	SIGNOR	FLNA	protein	P21333	UNIPROT	down-regulates	dephosphorylation
GNG2	protein	P59768	UNIPROT	PLCG1	protein	P19174	UNIPROT	up-regulates	binding
ARP2/3	complex	SIGNOR-C146	SIGNOR	F-actin Assembly	phenotype	SIGNOR-PH18	SIGNOR	up-regulates	
UBE2C	protein	O00762	UNIPROT	Mitotic Checkpoint	phenotype	SIGNOR-PH28	SIGNOR	down-regulates	
NAE1	protein	Q13564	UNIPROT	Apoptosis	phenotype	SIGNOR-PH2	SIGNOR	up-regulates	
AKT	proteinfamily	SIGNOR-PF24	SIGNOR	SMAD3	protein	P84022	UNIPROT	down-regulates	binding
"PtsIns(3,4,5)P3"	smallmolecule	CID:24755492	PUBCHEM	AKT2	protein	P31751	UNIPROT	up-regulates activity	binding
BCL2	protein	P10415	UNIPROT	DIABLO	protein	Q9NR28	UNIPROT	down-regulates	
BAK1	protein	Q16611	UNIPROT	AIFM1	protein	O95831	UNIPROT	up-regulates	relocalization
PTEN	protein	P60484	UNIPROT	AKT	proteinfamily	SIGNOR-PF24	SIGNOR	down-regulates activity	
PIK3CA	protein	P42336	UNIPROT	AKT	proteinfamily	SIGNOR-PF24	SIGNOR	up-regulates	
INPPL1	protein	O15357	UNIPROT	AKT	proteinfamily	SIGNOR-PF24	SIGNOR	down-regulates	
PIK3CA	protein	P42336	UNIPROT	AKT	proteinfamily	SIGNOR-PF24	SIGNOR	up-regulates activity	
MAPK14	protein	Q16539	UNIPROT	AKT	proteinfamily	SIGNOR-PF24	SIGNOR	up-regulates activity	
INPPL1	protein	O15357	UNIPROT	AKT1	protein	P31749	UNIPROT	down-regulates	
PTEN	protein	P60484	UNIPROT	AKT1	protein	P31749	UNIPROT	down-regulates activity	
PIK3CA	protein	P42336	UNIPROT	AKT2	protein	P31751	UNIPROT	up-regulates	
estradiol	smallmolecule	CID:5757	PUBCHEM	AKT2	protein	P31751	UNIPROT	up-regulates	
MAPK14	protein	Q16539	UNIPROT	MAPK10	protein	P53779	UNIPROT	down-regulates	
AT-406	chemical	CID:25022340	PUBCHEM	BIRC3	protein	Q13489	UNIPROT	down-regulates	chemical inhibition
SMAD3/SMAD4	complex	SIGNOR-C9	SIGNOR	M2 polarization	phenotype	SIGNOR-PH55	SIGNOR	up-regulates	
"PtsIns(3,4,5)P3"	smallmolecule	CID:24755492	PUBCHEM	AKT3	protein	Q9Y243	UNIPROT	up-regulates	binding
MACF1	protein	Q9UPN3	UNIPROT	AXIN1	protein	O15169	UNIPROT	down-regulates quantity by destabilization	
MAPK8	protein	P45983	UNIPROT	BAX	protein	Q07812	UNIPROT	up-regulates	
AIFM1	protein	O95831	UNIPROT	BAX	protein	Q07812	UNIPROT	up-regulates	
UNII-XH2662798I	chemical	CID:16156006	PUBCHEM	CDK1	protein	P06493	UNIPROT	down-regulates	chemical inhibition
NAMPT	protein	P43490	UNIPROT	coenzyme I	smallmolecule	CID:15938971	PUBCHEM	up-regulates quantity	small molecule catalysis
Lenalidomide	chemical	CID:216326	PUBCHEM	CSNK1A1	protein	P48729	UNIPROT	down-regulates quantity by destabilization	
APC2	protein	O95996	UNIPROT	CTNNB1	protein	P35222	UNIPROT	down-regulates quantity by destabilization	relocalization
RARA	protein	P10276	UNIPROT	CTNNB1	protein	P35222	UNIPROT	down-regulates	
AKT2	protein	P31751	UNIPROT	CTNNB1	protein	P35222	UNIPROT	up-regulates	phosphorylation
LRRK2	protein	Q5S007	UNIPROT	LRRK2	protein	Q5S007	UNIPROT	up-regulates	phosphorylation
BCL2	protein	P10415	UNIPROT	CYCS	protein	P99999	UNIPROT	down-regulates activity	
BID	protein	P55957	UNIPROT	CYCS	protein	P99999	UNIPROT	up-regulates activity	
CASP8	protein	Q14790	UNIPROT	CYCS	protein	P99999	UNIPROT	up-regulates activity	
BAX	protein	Q07812	UNIPROT	CYCS	protein	P99999	UNIPROT	up-regulates	
BAK1	protein	Q16611	UNIPROT	CYCS	protein	P99999	UNIPROT	up-regulates	
BAK1	protein	Q16611	UNIPROT	DIABLO	protein	Q9NR28	UNIPROT	up-regulates	
BAX	protein	Q07812	UNIPROT	DIABLO	protein	Q9NR28	UNIPROT	up-regulates	
BAK1	protein	Q16611	UNIPROT	ENDOG	protein	Q14249	UNIPROT	up-regulates	
LRIG3	protein	Q6UXM1	UNIPROT	ERBB2	protein	P04626	UNIPROT	up-regulates	
LRIG1	protein	Q96JA1	UNIPROT	ERBB2	protein	P04626	UNIPROT	down-regulates	
LRIG1	protein	Q96JA1	UNIPROT	ERBB4	protein	Q15303	UNIPROT	down-regulates	
LRIG3	protein	Q6UXM1	UNIPROT	ERBB4	protein	Q15303	UNIPROT	up-regulates	
anisomycin	chemical	CID:253602	PUBCHEM	FOS	protein	P01100	UNIPROT	up-regulates	chemical activation
anisomycin	chemical	CID:253602	PUBCHEM	FOSB	protein	P53539	UNIPROT	up-regulates	chemical activation
ZIC1	protein	Q15915	UNIPROT	GLI1	protein	P08151	UNIPROT	up-regulates	
ZIC1	protein	Q15915	UNIPROT	GLI3	protein	P10071	UNIPROT	up-regulates	
MACF1	protein	Q9UPN3	UNIPROT	GSK3B	protein	P49841	UNIPROT	down-regulates	
RALA	protein	P11233	UNIPROT	FOXO4	protein	P98177	UNIPROT	up-regulates activity	phosphorylation
RALA	protein	P11233	UNIPROT	FOXO4	protein	P98177	UNIPROT	up-regulates activity	phosphorylation
MACF1	protein	Q9UPN3	UNIPROT	GSK3B/Axin/APC	complex	SIGNOR-C110	SIGNOR	down-regulates quantity by destabilization	
MACF1	protein	Q9UPN3	UNIPROT	GSK3B/Axin/APC	complex	SIGNOR-C110	SIGNOR	down-regulates activity	
UNII-XH2662798I	chemical	CID:16156006	PUBCHEM	H3F3A	protein	P84243	UNIPROT	down-regulates	
PPARG	protein	P37231	UNIPROT	HDAC1	protein	Q13547	UNIPROT	down-regulates	relocalization
BCL2	protein	P10415	UNIPROT	HTRA2	protein	O43464	UNIPROT	down-regulates	
BAK1	protein	Q16611	UNIPROT	HTRA2	protein	O43464	UNIPROT	up-regulates	
GPER1	protein	Q99527	UNIPROT	"inositol 1,4,5-trisphosphate"	smallmolecule	CID:439456	PUBCHEM	up-regulates	
INS	protein	P01308	UNIPROT	IRS1	protein	P35568	UNIPROT	down-regulates activity	
INS	protein	P01308	UNIPROT	IRS1	protein	P35568	UNIPROT	down-regulates quantity by destabilization	
rapamycin	chemical	CID:5284616	PUBCHEM	IRS1	protein	P35568	UNIPROT	up-regulates	
PIK3CA	protein	P42336	UNIPROT	IRS1	protein	P35568	UNIPROT	down-regulates activity	
anisomycin	chemical	CID:253602	PUBCHEM	JUN	protein	P05412	UNIPROT	up-regulates	chemical activation
anisomycin	chemical	CID:253602	PUBCHEM	JUNB	protein	P17275	UNIPROT	up-regulates	chemical activation
anisomycin	chemical	CID:253602	PUBCHEM	JUND	protein	P17535	UNIPROT	up-regulates	chemical activation
GRB2	protein	P62993	UNIPROT	KIT	protein	P10721	UNIPROT	down-regulates	
Sphingosine 1-phosphate	smallmolecule	CID:5283560	PUBCHEM	LATS1	protein	O95835	UNIPROT	down-regulates	
lysophosphatidic acid	smallmolecule	CID:5497152	PUBCHEM	LATS1	protein	O95835	UNIPROT	down-regulates	
epinephrine	smallmolecule	CID:5816	PUBCHEM	LATS1	protein	O95835	UNIPROT	up-regulates	
Sphingosine 1-phosphate	smallmolecule	CID:5283560	PUBCHEM	LATS2	protein	Q9NRM7	UNIPROT	down-regulates	
lysophosphatidic acid	smallmolecule	CID:5497152	PUBCHEM	LATS2	protein	Q9NRM7	UNIPROT	down-regulates	
epinephrine	smallmolecule	CID:5816	PUBCHEM	LATS2	protein	Q9NRM7	UNIPROT	up-regulates	
LRIG1	protein	Q96JA1	UNIPROT	LRIG3	protein	Q6UXM1	UNIPROT	down-regulates	
MACF1	protein	Q9UPN3	UNIPROT	LRP6	protein	O75581	UNIPROT	up-regulates	
PEA15	protein	Q15121	UNIPROT	MAPK1	protein	P28482	UNIPROT	down-regulates	
CDON	protein	Q4KMG0	UNIPROT	MAPK14	protein	Q16539	UNIPROT	up-regulates activity	binding
PEA15	protein	Q15121	UNIPROT	MAPK3	protein	P27361	UNIPROT	down-regulates	
U-0126	chemical	CID:3006531	PUBCHEM	MAPK7	protein	Q13164	UNIPROT	down-regulates	
BMP4	protein	P12644	UNIPROT	MKL1	protein	Q969V6	UNIPROT	up-regulates	
PDZD8	protein	Q8NEN9	UNIPROT	MSN/PDZD8	complex	SIGNOR-C61	SIGNOR	form complex	binding
MSN	protein	P26038	UNIPROT	MSN/PDZD8	complex	SIGNOR-C61	SIGNOR	form complex	binding
MAP3K7	protein	O43318	UNIPROT	NfKb-p65/p50	complex	SIGNOR-C13	SIGNOR	up-regulates activity	
TNF	protein	P01375	UNIPROT	PIK3CB	protein	P42338	UNIPROT	up-regulates	
TNF	protein	P01375	UNIPROT	PIK3CD	protein	O00329	UNIPROT	up-regulates	
PIK3C2A	protein	O00443	UNIPROT	PLCG1	protein	P19174	UNIPROT	up-regulates	
MAPK14	protein	Q16539	UNIPROT	PPARG	protein	P37231	UNIPROT	up-regulates	
metformin	chemical	CID:4091	PUBCHEM	PRKAA1	protein	Q13131	UNIPROT	up-regulates activity	
metformin	chemical	CID:4091	PUBCHEM	PRKAA2	protein	P54646	UNIPROT	up-regulates	
SRC	protein	P12931	UNIPROT	PROM1	protein	O43490	UNIPROT	unknown	phosphorylation
PTEN	protein	P60484	UNIPROT	PTEN	protein	P60484	UNIPROT	up-regulates activity	dephosphorylation
PIK3R1	protein	P27986	UNIPROT	"PtsIns(3,4,5)P3"	smallmolecule	CID:24755492	PUBCHEM	up-regulates quantity	
Torin 2	chemical	CID:51358113	PUBCHEM	RPS6KB1	protein	P23443	UNIPROT	down-regulates	
TGFB1	protein	P01137	UNIPROT	SKP2	protein	Q13309	UNIPROT	down-regulates	
EXOC7	protein	Q9UPT5	UNIPROT	SLC2A4	protein	P14672	UNIPROT	up-regulates	
TBC1D4	protein	O60343	UNIPROT	SLC2A4	protein	P14672	UNIPROT	down-regulates	
MAPK1	protein	P28482	UNIPROT	SLC2A4	protein	P14672	UNIPROT	up-regulates	
RHOQ	protein	P17081	UNIPROT	SLC2A4	protein	P14672	UNIPROT	up-regulates	
okadaic acid	chemical	CID:446512	PUBCHEM	STK3	protein	Q13188	UNIPROT	up-regulates	
okadaic acid	chemical	CID:446512	PUBCHEM	STK4	protein	Q13043	UNIPROT	up-regulates	
INS	protein	P01308	UNIPROT	TRIP10	protein	Q15642	UNIPROT	up-regulates	
dobutamine	chemical	CID:36811	PUBCHEM	YAP1	protein	P46937	UNIPROT	down-regulates	
CTNND1	protein	O60716	UNIPROT	ZBTB33	protein	Q86T24	UNIPROT	down-regulates	
AKT	proteinfamily	SIGNOR-PF24	SIGNOR	FOXO1	protein	Q12778	UNIPROT	down-regulates quantity by destabilization	phosphorylation
AKT	proteinfamily	SIGNOR-PF24	SIGNOR	FOXO1	protein	Q12778	UNIPROT	down-regulates	phosphorylation
AKT	proteinfamily	SIGNOR-PF24	SIGNOR	FOXO1	protein	Q12778	UNIPROT	down-regulates	phosphorylation
PTEN	protein	P60484	UNIPROT	PTEN	protein	P60484	UNIPROT	up-regulates activity	dephosphorylation
CEBPB	protein	P17676	UNIPROT	SREBF1	protein	P36956	UNIPROT	up-regulates quantity	transcriptional regulation
rosiglitazone	chemical	CID:77999	PUBCHEM	PPARG	protein	P37231	UNIPROT	up-regulates activity	binding
EGR2	protein	P11161	UNIPROT	CEBPB	protein	P17676	UNIPROT	up-regulates quantity by expression	transcriptional regulation
SHOC2	protein	Q9UQ13	UNIPROT	PPP1CA	protein	P62136	UNIPROT	up-regulates activity	binding
RIT1	protein	Q92963	UNIPROT	BRAF	protein	P15056	UNIPROT	up-regulates activity	binding
PRKDC	protein	P78527	UNIPROT	PRKDC	protein	P78527	UNIPROT	up-regulates activity	phosphorylation
PRKCA	protein	P17252	UNIPROT	PFKFB2	protein	O60825	UNIPROT	up-regulates activity	phosphorylation
PRKCA	protein	P17252	UNIPROT	GJB1	protein	P08034	UNIPROT	up-regulates activity	phosphorylation
YY1	protein	P25490	UNIPROT	NOTCH1	protein	P46531	UNIPROT	down-regulates activity	binding
ERK1/2	proteinfamily	SIGNOR-PF1	SIGNOR	AP1	complex	SIGNOR-C154	SIGNOR	up-regulates	phosphorylation
MAPK8	protein	P45983	UNIPROT	AP1	complex	SIGNOR-C154	SIGNOR	up-regulates activity	phosphorylation
MAPK8	protein	P45983	UNIPROT	AP1	complex	SIGNOR-C154	SIGNOR	up-regulates activity	phosphorylation
PRKCA	protein	P17252	UNIPROT	MBP	protein	P02686	UNIPROT	unknown	phosphorylation
PRKACA	protein	P17612	UNIPROT	NOS1	protein	P29475	UNIPROT	unknown	phosphorylation
CSNK2A2	protein	P19784	UNIPROT	CTDP1	protein	Q9Y5B0	UNIPROT	down-regulates activity	phosphorylation
CSNK2A2	protein	P19784	UNIPROT	CTDP1	protein	Q9Y5B0	UNIPROT	down-regulates activity	phosphorylation
CSNK2A2	protein	P19784	UNIPROT	CDC37	protein	Q16543	UNIPROT	up-regulates activity	phosphorylation
CDK2	protein	P24941	UNIPROT	MYBL2	protein	P10244	UNIPROT	up-regulates activity	phosphorylation
CDK2	protein	P24941	UNIPROT	MYBL2	protein	P10244	UNIPROT	up-regulates activity	phosphorylation
MAPK3	protein	P27361	UNIPROT	STMN1	protein	P16949	UNIPROT	down-regulates activity	phosphorylation
331771-20-1	chemical	CID:9914412	PUBCHEM	AURKB	protein	Q96GD4	UNIPROT	down-regulates	chemical inhibition
COL1A2	protein	P08123	UNIPROT	ECM Synthesis	phenotype	SIGNOR-PH8	SIGNOR	up-regulates	
ERK1/2	proteinfamily	SIGNOR-PF1	SIGNOR	AP1	complex	SIGNOR-C154	SIGNOR	up-regulates	phosphorylation
PRKCB	protein	P05771	UNIPROT	PRKCB	protein	P05771	UNIPROT	unknown	phosphorylation
PRKCA	protein	P17252	UNIPROT	MBP	protein	P02686	UNIPROT	unknown	phosphorylation
PRKCA	protein	P17252	UNIPROT	GJB1	protein	P08034	UNIPROT	up-regulates activity	phosphorylation
CDK2	protein	P24941	UNIPROT	MYBL2	protein	P10244	UNIPROT	up-regulates activity	phosphorylation
CDK2	protein	P24941	UNIPROT	MYBL2	protein	P10244	UNIPROT	up-regulates activity	phosphorylation
PRKDC	protein	P78527	UNIPROT	PRKDC	protein	P78527	UNIPROT	up-regulates activity	phosphorylation
CAMKK1	protein	Q8N5S9	UNIPROT	CAMK1D	protein	Q8IU85	UNIPROT	up-regulates activity	phosphorylation
PRKDC	protein	P78527	UNIPROT	PRKDC	protein	P78527	UNIPROT	up-regulates activity	phosphorylation
PRKCA	protein	P17252	UNIPROT	MBP	protein	P02686	UNIPROT	unknown	phosphorylation
PRKDC	protein	P78527	UNIPROT	PRKDC	protein	P78527	UNIPROT	up-regulates activity	phosphorylation
ERK1/2	proteinfamily	SIGNOR-PF1	SIGNOR	AP1	complex	SIGNOR-C154	SIGNOR	up-regulates	phosphorylation
CSNK2A1	protein	P68400	UNIPROT	CTDP1	protein	Q9Y5B0	UNIPROT	down-regulates activity	phosphorylation
PRKACA	protein	P17612	UNIPROT	VTN	protein	P04004	UNIPROT	unknown	phosphorylation
CLK1	protein	P49759	UNIPROT	PTPN1	protein	P18031	UNIPROT	up-regulates activity	phosphorylation
CSNK2A1	protein	P68400	UNIPROT	AQP4	protein	P55087	UNIPROT	down-regulates activity	phosphorylation
CSNK2A1	protein	P68400	UNIPROT	AQP4	protein	P55087	UNIPROT	down-regulates activity	phosphorylation
CSNK2A1	protein	P68400	UNIPROT	CTDP1	protein	Q9Y5B0	UNIPROT	down-regulates activity	phosphorylation
CLK2	protein	P49760	UNIPROT	PTPN1	protein	P18031	UNIPROT	up-regulates activity	phosphorylation
CSNK2B	protein	P67870	UNIPROT	CTDP1	protein	Q9Y5B0	UNIPROT	down-regulates activity	phosphorylation
CSNK2B	protein	P67870	UNIPROT	CD163	protein	Q86VB7	UNIPROT	up-regulates activity	phosphorylation
ERK1/2	proteinfamily	SIGNOR-PF1	SIGNOR	AP1	complex	SIGNOR-C154	SIGNOR	up-regulates	phosphorylation
CLK2	protein	P49760	UNIPROT	PTPN1	protein	P18031	UNIPROT	up-regulates activity	phosphorylation
TBX2	protein	Q13207	UNIPROT	MYOG	protein	P15173	UNIPROT	down-regulates activity	binding
Pax7-FOXO1	protein	F8TAD1	UNIPROT	FGFR4	protein	P22455	UNIPROT	up-regulates quantity by expression	transcriptional regulation
Pax7-FOXO1	protein	F8TAD1	UNIPROT	MET	protein	P08581	UNIPROT	up-regulates quantity by expression	transcriptional regulation
Pax7-FOXO1	protein	F8TAD1	UNIPROT	PDGFA	protein	P04085	UNIPROT	up-regulates quantity by expression	transcriptional regulation
Pax3-FOXO1	protein	J9SW06	UNIPROT	IGF1R	protein	P08069	UNIPROT	up-regulates quantity by expression	transcriptional regulation
Pax3-FOXO1	protein	J9SW06	UNIPROT	FGFR4	protein	P22455	UNIPROT	up-regulates quantity by expression	transcriptional regulation
Pax3-FOXO1	protein	J9SW06	UNIPROT	MET	protein	P08581	UNIPROT	up-regulates quantity by expression	transcriptional regulation
GSK3B	protein	P49841	UNIPROT	AXIN1	protein	O15169	UNIPROT	up-regulates activity	phosphorylation
GSK3B	protein	P49841	UNIPROT	AXIN1	protein	O15169	UNIPROT	up-regulates activity	phosphorylation
PRKACA	protein	P17612	UNIPROT	FOS	protein	P01100	UNIPROT	down-regulates quantity by repression	phosphorylation
TSC2	protein	P49815	UNIPROT	RPS6KB2	protein	Q9UBS0	UNIPROT	down-regulates	
MRAP	protein	Q8TCY5	UNIPROT	MC2R	protein	Q01718	UNIPROT	up-regulates activity	binding
LCK	protein	P06239	UNIPROT	CD3E	protein	P07766	UNIPROT	up-regulates activity	phosphorylation
NR3C1	protein	P04150	UNIPROT	CEBPB	protein	P17676	UNIPROT	up-regulates activity	binding
